,group,sum_gamerounds,retention_1,retention_7
53042,B,7,False,False
53043,B,53,True,False
53044,A,43,True,False
53045,A,16,True,False
53046,A,68,True,False
53047,B,55,True,True
53048,A,9,True,True
53049,B,7,True,False
53050,B,20,False,False
53051,B,32,True,False
53052,A,4,True,True
53053,B,5,True,False
53054,A,24,False,False
53055,A,4,False,False
53056,A,23,False,False
53057,A,6,False,False
53058,A,9,True,False
53059,A,80,False,False
53060,B,5,False,False
53061,B,116,False,False
53062,A,44,False,False
53063,B,14,False,False
53064,A,129,False,False
53065,A,3,False,False
53066,B,42,False,False
53067,A,334,True,True
53068,A,10,False,False
53069,A,22,True,False
53070,A,8,True,False
53071,B,27,False,False
53072,B,2,False,False
53073,B,11,False,False
53074,A,14,False,False
53075,A,7,False,False
53076,B,32,True,False
53077,B,19,False,False
53078,A,82,True,False
53079,A,12,False,False
53080,A,18,True,False
53081,A,420,True,True
53082,A,238,True,True
53083,A,5,False,False
53084,A,3,False,False
53085,B,8,True,False
53086,A,1,False,False
53087,B,0,False,False
53088,A,5,False,False
53089,A,12,False,False
53090,A,1,False,False
53091,A,94,True,True
53092,A,22,True,False
53093,B,5,False,False
53094,B,70,True,True
53095,A,22,True,False
53096,B,132,True,True
53097,A,3,False,False
53098,A,156,False,False
53099,B,121,True,False
53100,A,47,True,False
53101,B,272,True,True
53102,B,3,False,False
53103,A,7,True,False
53104,B,3,False,False
53105,B,0,False,False
53106,B,1,False,False
53107,B,2,False,False
53108,A,1,False,False
53109,B,64,True,False
53110,B,5,False,False
53111,A,187,True,True
53112,A,1,False,False
53113,B,8,False,False
53114,B,20,False,False
53115,A,49,True,False
53116,B,372,True,True
53117,A,11,False,False
53118,B,15,False,False
53119,A,6,True,False
53120,A,69,True,False
53121,B,13,True,False
53122,A,53,True,False
53123,B,36,True,True
53124,A,12,False,False
53125,B,29,False,False
53126,A,25,False,False
53127,A,34,True,False
53128,B,24,False,False
53129,A,91,True,True
53130,A,2,False,True
53131,A,21,True,False
53132,B,8,False,False
53133,B,75,True,False
53134,A,18,False,False
53135,B,17,True,False
53136,A,5,False,False
53137,A,31,False,False
53138,B,161,True,True
53139,B,47,True,False
53140,B,38,True,False
53141,B,2,False,False
53142,B,2,True,False
53143,B,18,True,False
53144,B,6,False,False
53145,A,4,True,False
53146,A,80,False,True
53147,B,279,True,True
53148,A,19,True,False
53149,B,286,True,False
53150,B,11,False,False
53151,A,1,False,False
53152,B,40,False,False
53153,A,9,True,False
53154,B,126,True,True
53155,B,54,False,False
53156,A,5,False,False
53157,A,30,False,True
53158,B,81,True,True
53159,B,16,False,False
53160,A,92,True,False
53161,B,75,True,False
53162,B,9,False,False
53163,B,18,False,False
53164,B,167,True,True
53165,A,65,True,False
53166,A,4,False,False
53167,B,49,True,False
53168,A,1,False,False
53169,B,125,True,True
53170,B,2,False,False
53171,B,3,False,True
53172,B,17,False,True
53173,A,4,False,False
53174,A,18,False,False
53175,A,5,False,False
53176,A,4,False,False
53177,A,4,False,False
53178,A,8,False,False
53179,A,1,False,False
53180,A,32,True,True
53181,B,54,True,False
53182,A,1,False,False
53183,B,34,False,False
53184,A,138,True,False
53185,B,29,True,False
53186,B,71,True,True
53187,A,15,False,False
53188,B,0,False,False
53189,A,65,True,False
53190,B,148,True,True
53191,A,21,False,True
53192,B,42,True,True
53193,B,19,True,False
53194,B,1,False,False
53195,A,42,True,False
53196,A,23,True,False
53197,B,4,False,True
53198,A,13,False,True
53199,B,58,True,True
53200,B,21,True,False
53201,B,66,False,False
53202,A,6,True,False
53203,A,42,True,True
53204,A,12,False,False
53205,B,382,True,True
53206,A,6,False,False
53207,A,5,False,False
53208,A,7,False,False
53209,B,91,True,True
53210,A,0,False,False
53211,B,29,True,True
53212,B,9,False,False
53213,A,16,False,False
53214,B,13,False,False
53215,B,67,True,True
53216,A,9,False,False
53217,A,20,False,True
53218,A,13,True,True
53219,A,493,True,True
53220,B,30,True,False
53221,A,0,False,False
53222,B,2,False,False
53223,B,369,True,True
53224,B,4,False,False
53225,B,116,False,True
53226,B,9,False,False
53227,B,6,False,False
53228,A,16,True,False
53229,A,9,False,False
53230,A,49,True,False
53231,A,39,True,False
53232,A,25,False,True
53233,A,6,False,False
53234,A,141,True,True
53235,B,81,False,True
53236,B,53,False,False
53237,A,2,False,False
53238,A,21,False,False
53239,B,36,True,False
53240,A,12,False,False
53241,A,8,True,False
53242,A,37,True,False
53243,B,17,False,False
53244,B,201,True,True
53245,B,28,True,False
53246,A,91,False,True
53247,B,0,False,False
53248,B,2,True,False
53249,B,26,False,False
53250,A,15,False,False
53251,A,207,True,True
53252,B,19,False,False
53253,B,29,True,False
53254,A,3,False,False
53255,B,20,True,False
53256,A,0,False,False
53257,A,114,True,False
53258,A,4,False,False
53259,B,11,False,False
53260,B,85,True,False
53261,A,2,False,False
53262,A,17,False,False
53263,A,4,False,False
53264,B,20,True,False
53265,B,6,False,False
53266,A,1,False,False
53267,A,15,False,False
53268,A,93,True,False
53269,A,12,True,True
53270,B,21,False,False
53271,A,11,False,False
53272,B,3,False,False
53273,B,12,True,False
53274,B,7,False,True
53275,B,210,True,True
53276,A,0,False,False
53277,A,2,False,False
53278,B,39,True,False
53279,A,2,False,False
53280,A,20,True,False
53281,B,25,False,False
53282,A,14,False,False
53283,A,6,False,False
53284,B,37,True,False
53285,A,6,False,False
53286,A,2,True,False
53287,A,20,False,False
53288,B,1,False,False
53289,B,44,False,False
53290,B,4,False,False
53291,A,5,False,False
53292,A,36,True,True
53293,B,126,True,False
53294,B,132,True,True
53295,B,113,False,False
53296,B,10,False,True
53297,A,101,True,True
53298,A,41,True,False
53299,B,20,False,True
53300,B,15,False,False
53301,A,0,False,False
53302,A,18,False,False
53303,A,3,False,False
53304,B,14,False,False
53305,A,30,True,False
53306,A,17,False,False
53307,B,8,False,False
53308,B,2,False,False
53309,A,15,False,False
53310,A,12,False,False
53311,A,32,True,True
53312,B,0,False,False
53313,B,2,False,False
53314,A,46,True,False
53315,A,114,True,False
53316,B,3,False,False
53317,A,31,True,False
53318,A,7,False,False
53319,B,5,False,False
53320,B,146,True,False
53321,A,3,False,False
53322,B,4,False,False
53323,A,64,True,False
53324,B,70,True,False
53325,B,2,False,False
53326,B,14,False,False
53327,B,8,False,False
53328,B,159,True,True
53329,A,3,False,False
53330,A,2,False,False
53331,B,50,True,False
53332,B,102,False,True
53333,A,193,False,True
53334,B,12,False,False
53335,A,27,True,False
53336,A,14,False,False
53337,A,0,False,False
53338,A,11,True,False
53339,B,1,False,False
53340,A,1,False,False
53341,B,29,True,True
53342,B,19,True,False
53343,A,3,False,False
53344,A,17,True,True
53345,B,34,True,False
53346,B,6,True,False
53347,A,19,True,False
53348,A,99,True,False
53349,B,2,False,False
53350,A,108,True,False
53351,A,14,False,False
53352,A,11,False,False
53353,B,3,False,False
53354,A,16,True,False
53355,A,83,True,False
53356,B,31,False,False
53357,B,10,True,False
53358,A,71,False,False
53359,A,4,False,False
53360,A,20,False,False
53361,B,10,True,True
53362,B,120,True,True
53363,A,29,True,False
53364,B,3,False,False
53365,B,23,False,False
53366,B,5,False,False
53367,A,12,True,False
53368,A,1,False,False
53369,A,13,True,False
53370,B,4,False,False
53371,A,29,False,False
53372,B,3,False,False
53373,A,487,True,True
53374,A,89,True,True
53375,A,26,False,False
53376,B,19,False,False
53377,B,12,False,False
53378,A,37,True,True
53379,B,1,False,False
53380,B,11,False,False
53381,A,136,True,False
53382,A,3,True,False
53383,A,24,False,False
53384,B,167,True,True
53385,B,35,True,False
53386,A,117,False,True
53387,A,15,False,False
53388,A,33,True,False
53389,A,15,True,False
53390,B,1,False,False
53391,A,18,True,False
53392,B,3,False,False
53393,A,53,True,False
53394,B,7,False,False
53395,B,234,True,True
53396,B,24,True,False
53397,A,2,False,False
53398,B,18,False,False
53399,A,0,False,False
53400,A,44,True,True
53401,A,1,False,False
53402,B,279,True,True
53403,B,56,True,False
53404,A,165,True,False
53405,A,87,True,False
53406,A,5,False,False
53407,B,44,False,False
53408,B,1,False,False
53409,B,15,True,False
53410,B,25,True,False
53411,B,25,True,True
53412,B,5,False,False
53413,B,6,False,False
53414,A,1,False,False
53415,B,36,True,False
53416,A,1,False,False
53417,A,1,False,False
53418,A,1,False,False
53419,B,29,True,False
53420,B,11,False,False
53421,B,345,True,False
53422,A,16,True,False
53423,A,3,False,False
53424,A,6,False,False
53425,B,11,False,False
53426,B,0,False,False
53427,B,85,False,False
53428,B,5,True,False
53429,A,5,False,False
53430,B,14,False,False
53431,B,1,False,False
53432,B,322,True,True
53433,A,4,False,False
53434,B,45,True,False
53435,B,46,True,True
53436,B,198,True,True
53437,A,6,False,False
53438,B,5,False,False
53439,A,2,False,False
53440,A,9,True,False
53441,A,178,False,False
53442,A,6,False,False
53443,B,6,True,False
53444,B,41,True,False
53445,A,3,False,False
53446,B,2,False,False
53447,A,45,False,True
53448,B,21,False,False
53449,A,0,False,False
53450,A,79,True,True
53451,A,1,True,False
53452,B,0,False,False
53453,B,2,False,False
53454,A,36,True,False
53455,A,65,True,True
53456,B,17,False,False
53457,B,50,False,True
53458,A,65,True,True
53459,B,14,True,False
53460,B,1,False,False
53461,A,2,False,False
53462,B,109,False,False
53463,B,2,False,False
53464,B,30,False,False
53465,A,6,False,False
53466,A,30,True,False
53467,A,2,False,False
53468,B,14,False,False
53469,A,10,False,False
53470,A,39,False,False
53471,A,9,False,False
53472,B,20,False,False
53473,A,135,False,True
53474,A,15,False,False
53475,B,1,False,False
53476,A,1272,True,True
53477,B,15,False,False
53478,B,125,True,False
53479,A,47,False,False
53480,B,26,False,False
53481,A,12,False,False
53482,B,0,False,False
53483,B,61,False,False
53484,B,8,True,False
53485,B,24,False,False
53486,B,3,False,False
53487,B,3,False,False
53488,B,10,False,False
53489,B,17,True,False
53490,B,33,True,False
53491,B,58,False,True
53492,B,0,False,False
53493,B,5,False,False
53494,B,26,False,False
53495,B,4,False,False
53496,A,8,False,False
53497,B,7,False,False
53498,B,17,False,False
53499,A,35,True,True
53500,A,5,True,False
53501,A,56,True,False
53502,A,7,False,False
53503,B,37,False,False
53504,A,6,False,False
53505,A,6,False,False
53506,A,17,False,False
53507,A,11,True,True
53508,A,128,True,False
53509,B,1,False,False
53510,A,1,False,False
53511,A,28,False,False
53512,B,12,True,False
53513,B,11,False,False
53514,A,103,True,True
53515,B,38,True,False
53516,A,480,True,False
53517,B,3,False,False
53518,A,140,True,True
53519,A,43,True,True
53520,B,275,False,True
53521,B,0,False,False
53522,A,82,False,False
53523,B,180,True,False
53524,A,2,False,False
53525,A,1,False,False
53526,A,2,False,False
53527,B,4,False,False
53528,A,408,True,True
53529,B,48,True,False
53530,A,148,True,False
53531,A,12,False,False
53532,A,23,True,False
53533,A,12,True,True
53534,B,0,False,False
53535,A,12,True,False
53536,B,72,True,False
53537,A,34,True,False
53538,A,25,False,False
53539,B,6,False,False
53540,A,26,False,False
53541,A,46,True,True
53542,A,6,False,False
53543,B,2,False,False
53544,A,11,False,False
53545,B,82,False,False
53546,A,10,True,False
53547,B,0,False,False
53548,A,68,True,True
53549,A,17,False,False
53550,B,2,False,False
53551,B,7,False,False
53552,A,229,True,False
53553,A,191,True,True
53554,A,33,True,True
53555,B,48,True,False
53556,B,19,False,False
53557,B,66,False,False
53558,A,5,False,False
53559,A,8,False,True
53560,B,0,False,False
53561,A,1,False,False
53562,B,59,True,False
53563,A,11,False,False
53564,A,74,True,True
53565,A,18,True,False
53566,B,9,False,False
53567,B,81,True,False
53568,B,37,True,False
53569,A,42,True,False
53570,A,105,True,True
53571,A,32,True,False
53572,B,1,False,False
53573,A,11,False,False
53574,A,6,True,False
53575,B,25,False,False
53576,B,3,False,False
53577,A,33,True,False
53578,B,13,False,False
53579,A,101,True,False
53580,A,0,False,False
53581,A,2,False,False
53582,B,543,True,True
53583,A,20,False,False
53584,A,4,False,False
53585,B,11,True,False
53586,B,38,True,False
53587,B,0,False,False
53588,A,39,True,True
53589,B,22,True,False
53590,A,47,False,False
53591,B,152,True,False
53592,A,3,False,False
53593,B,26,False,False
53594,B,203,True,True
53595,A,1,False,False
53596,A,33,True,False
53597,A,4,False,False
53598,B,8,True,False
53599,A,6,False,False
53600,B,12,False,False
53601,A,129,True,True
53602,A,100,True,True
53603,A,0,False,False
53604,A,542,True,True
53605,A,1,False,False
53606,A,6,False,False
53607,B,34,True,False
53608,B,146,False,False
53609,A,12,False,False
53610,B,28,False,False
53611,A,18,False,False
53612,B,14,True,False
53613,A,0,False,False
53614,B,440,True,True
53615,B,7,False,False
53616,A,9,False,False
53617,A,5,False,False
53618,B,22,True,False
53619,A,19,False,False
53620,A,1,False,False
53621,A,21,True,False
53622,A,13,True,False
53623,A,71,True,False
53624,B,1,False,False
53625,A,57,True,True
53626,B,33,True,True
53627,B,479,True,True
53628,B,17,True,False
53629,B,12,False,False
53630,B,2,False,False
53631,A,70,True,False
53632,B,8,True,False
53633,A,59,True,False
53634,A,743,True,True
53635,B,27,True,False
53636,B,3,False,False
53637,A,79,False,False
53638,A,98,True,False
53639,A,73,True,False
53640,B,388,True,False
53641,B,8,False,False
53642,A,5,False,False
53643,A,4,False,False
53644,B,4,False,False
53645,A,44,False,False
53646,A,2,False,False
53647,A,2,False,False
53648,B,0,False,False
53649,A,90,True,True
53650,B,23,True,False
53651,A,3,False,False
53652,B,3,False,False
53653,B,0,False,False
53654,A,39,False,True
53655,B,2,False,False
53656,A,5,False,False
53657,B,2,False,False
53658,A,26,True,False
53659,A,6,False,False
53660,B,0,False,False
53661,A,15,False,False
53662,B,121,True,False
53663,A,137,True,True
53664,A,6,True,False
53665,B,14,True,False
53666,B,71,True,False
53667,B,13,False,False
53668,B,5,False,False
53669,A,4,False,False
53670,B,1,False,False
53671,A,12,False,False
53672,A,9,False,False
53673,A,39,False,False
53674,B,112,True,True
53675,B,80,True,False
53676,B,31,True,False
53677,B,72,True,True
53678,A,14,True,False
53679,A,51,False,False
53680,A,224,True,True
53681,B,10,False,False
53682,B,147,True,False
53683,B,19,True,False
53684,A,41,False,True
53685,A,88,True,True
53686,A,7,False,False
53687,A,3,False,False
53688,A,11,True,True
53689,A,46,True,False
53690,B,2,False,False
53691,B,8,True,False
53692,A,6,False,False
53693,A,77,True,True
53694,A,35,True,False
53695,A,10,True,False
53696,B,31,True,False
53697,A,1,False,False
53698,A,35,False,False
53699,A,55,True,True
53700,A,81,True,True
53701,B,21,True,False
53702,A,23,True,False
53703,B,7,False,False
53704,B,98,True,False
53705,B,42,False,False
53706,A,64,True,False
53707,A,42,False,False
53708,A,7,True,False
53709,B,2,False,False
53710,A,8,False,False
53711,A,1,False,False
53712,A,69,True,False
53713,A,213,True,False
53714,A,139,True,True
53715,B,10,False,False
53716,B,25,True,False
53717,B,4,False,False
53718,A,2,False,False
53719,B,7,True,True
53720,B,31,True,True
53721,B,2,False,False
53722,B,14,False,True
53723,A,5,False,False
53724,B,456,True,True
53725,A,90,False,True
53726,B,39,True,False
53727,B,0,False,False
53728,B,32,True,False
53729,B,3,False,False
53730,B,2,False,False
53731,A,39,True,False
53732,B,2,False,False
53733,A,0,False,False
53734,A,5,False,False
53735,A,42,True,False
53736,B,3,False,False
53737,B,0,False,False
53738,A,6,False,False
53739,B,1,False,False
53740,B,96,True,False
53741,A,0,False,False
53742,B,380,True,True
53743,A,8,False,False
53744,B,13,False,False
53745,A,32,False,True
53746,B,8,False,False
53747,B,71,True,False
53748,B,15,False,False
53749,A,10,True,False
53750,B,40,False,False
53751,A,33,False,True
53752,A,22,True,False
53753,B,32,False,False
53754,B,28,False,False
53755,A,100,True,True
53756,A,22,True,False
53757,A,35,False,False
53758,A,5,False,False
53759,B,148,True,True
53760,A,24,False,False
53761,B,6,False,False
53762,B,3,False,False
53763,B,15,True,False
53764,B,24,True,False
53765,A,22,False,False
53766,A,5,False,False
53767,B,3,False,False
53768,B,49,True,False
53769,A,58,True,True
53770,B,5,False,False
53771,A,127,True,True
53772,B,10,True,False
53773,B,20,True,False
53774,A,55,True,False
53775,B,1,False,False
53776,B,3,False,False
53777,A,3,False,False
53778,A,15,True,False
53779,A,1,False,False
53780,B,430,True,True
53781,B,5,False,False
53782,B,5,False,False
53783,A,7,False,True
53784,A,413,True,True
53785,B,95,True,False
53786,B,13,False,False
53787,B,293,True,True
53788,A,7,False,False
53789,A,266,True,True
53790,A,4,False,False
53791,B,49,True,False
53792,B,1,False,False
53793,A,11,False,False
53794,B,42,False,False
53795,B,2,True,False
53796,A,0,False,False
53797,B,22,False,False
53798,B,57,True,True
53799,A,48,False,True
53800,A,1,False,False
53801,A,3,False,False
53802,B,15,True,False
53803,B,22,False,False
53804,A,47,False,False
53805,A,29,True,False
53806,A,32,True,False
53807,A,33,False,False
53808,A,8,False,False
53809,B,2,False,False
53810,A,1,False,False
53811,A,83,True,True
53812,B,4,False,False
53813,A,50,False,True
53814,A,10,False,False
53815,A,6,True,False
53816,A,46,True,False
53817,A,19,False,False
53818,A,26,True,False
53819,A,1,False,False
53820,A,32,True,False
53821,A,55,False,False
53822,A,48,True,True
53823,B,3,True,False
53824,A,1,False,False
53825,A,3,True,False
53826,A,3,False,False
53827,B,3,False,False
53828,A,14,False,False
53829,A,160,True,True
53830,A,21,False,False
53831,A,33,False,False
53832,B,22,False,False
53833,A,34,True,False
53834,A,3,False,False
53835,B,1,False,False
53836,B,16,False,False
53837,A,8,False,False
53838,B,39,True,False
53839,A,6,False,False
53840,B,32,True,False
53841,B,29,True,False
53842,A,90,True,True
53843,A,38,False,True
53844,A,34,True,False
53845,B,539,True,True
53846,B,2,False,False
53847,A,25,False,False
53848,B,3,False,False
53849,A,19,False,False
53850,A,6,False,False
53851,A,5,False,False
53852,B,31,True,True
53853,A,11,False,False
53854,B,246,True,False
53855,A,31,False,False
53856,B,2,False,False
53857,B,157,True,False
53858,B,0,False,False
53859,B,187,True,True
53860,A,324,True,True
53861,A,0,False,False
53862,A,36,True,True
53863,A,6,False,False
53864,A,12,False,False
53865,B,2,False,False
53866,A,38,True,False
53867,B,43,True,False
53868,B,68,False,False
53869,A,105,True,True
53870,B,0,False,False
53871,B,5,True,False
53872,B,9,False,False
53873,A,20,True,False
53874,B,5,False,False
53875,A,9,False,False
53876,B,12,False,False
53877,B,14,False,False
53878,B,365,True,True
53879,B,2,False,False
53880,B,59,True,False
53881,A,3,False,False
53882,B,601,True,True
53883,B,81,True,False
53884,B,20,True,False
53885,A,5,False,False
53886,A,8,False,False
53887,A,4,False,False
53888,B,14,False,False
53889,A,4,False,False
53890,A,69,True,True
53891,A,16,True,True
53892,A,2,False,False
53893,A,3,True,False
53894,B,2,True,True
53895,B,1,False,False
53896,A,42,True,True
53897,B,19,False,False
53898,A,2,False,False
53899,A,8,False,False
53900,A,44,True,False
53901,B,1,False,False
53902,B,22,True,False
53903,A,6,False,False
53904,B,42,True,False
53905,B,97,True,False
53906,A,56,True,True
53907,A,4,False,False
53908,B,14,False,False
53909,A,14,True,False
53910,A,29,False,False
53911,B,74,False,False
53912,B,8,False,False
53913,B,1,False,False
53914,A,0,False,False
53915,A,43,False,False
53916,B,1,False,False
53917,A,125,True,True
53918,B,5,False,False
53919,A,16,False,False
53920,B,8,False,False
53921,B,4,False,False
53922,A,1,False,False
53923,B,28,True,True
53924,B,81,True,False
53925,B,71,True,True
53926,B,1,False,False
53927,B,5,False,False
53928,B,16,False,False
53929,B,25,False,False
53930,B,3,False,False
53931,A,47,True,False
53932,B,97,True,False
53933,A,0,False,False
53934,B,28,False,False
53935,A,1,False,False
53936,B,1,False,False
53937,A,2,False,False
53938,B,54,False,False
53939,A,116,True,False
53940,A,89,True,True
53941,A,272,True,True
53942,A,125,False,False
53943,B,70,True,False
53944,A,15,False,False
53945,B,38,False,False
53946,B,21,True,False
53947,B,120,True,True
53948,A,13,False,False
53949,A,54,True,True
53950,B,14,False,False
53951,B,149,True,True
53952,B,1,False,False
53953,A,22,True,False
53954,A,3,False,False
53955,B,210,True,True
53956,B,0,False,False
53957,B,3,False,False
53958,A,0,False,False
53959,A,2,False,False
53960,B,5,False,False
53961,B,100,True,False
53962,A,14,False,False
53963,A,9,False,False
53964,B,71,True,True
53965,B,76,True,True
53966,A,8,False,False
53967,B,7,False,False
53968,B,27,False,False
53969,B,4,False,False
53970,B,9,True,False
53971,B,4,False,False
53972,A,80,True,True
53973,A,101,True,True
53974,B,44,False,False
53975,B,0,False,False
53976,B,41,True,False
53977,B,30,True,False
53978,A,8,False,False
53979,A,11,False,False
53980,B,2,False,False
53981,B,2,False,False
53982,A,5,False,False
53983,B,6,False,False
53984,A,36,True,True
53985,A,1,False,False
53986,B,5,True,False
53987,A,3,False,False
53988,B,211,True,True
53989,B,19,False,False
53990,B,0,False,False
53991,A,1,False,False
53992,B,62,True,False
53993,A,11,False,False
53994,A,13,True,False
53995,B,6,False,False
53996,B,22,False,False
53997,B,19,True,True
53998,A,2,False,False
53999,A,3,False,False
54000,A,18,False,False
54001,B,13,False,False
54002,B,4,True,False
54003,A,40,True,False
54004,A,21,True,False
54005,A,3,False,False
54006,A,9,False,False
54007,A,90,True,True
54008,A,0,False,False
54009,A,9,True,False
54010,A,45,False,False
54011,A,12,False,False
54012,A,5,True,False
54013,B,10,False,False
54014,A,64,True,False
54015,A,9,False,False
54016,A,158,True,False
54017,A,8,False,False
54018,A,0,False,False
54019,A,6,False,False
54020,A,7,False,False
54021,A,4,False,False
54022,B,109,True,False
54023,A,8,False,False
54024,A,19,False,False
54025,B,74,True,False
54026,B,16,False,True
54027,A,46,True,False
54028,A,15,False,False
54029,B,4,False,False
54030,B,0,False,False
54031,A,6,False,False
54032,B,20,False,False
54033,B,1,False,False
54034,B,8,False,False
54035,B,23,False,True
54036,B,73,True,True
54037,B,9,False,False
54038,A,6,False,False
54039,A,84,True,False
54040,A,1,False,False
54041,A,4,False,False
54042,B,236,True,True
54043,B,95,False,True
54044,B,15,False,False
54045,A,0,False,False
54046,A,42,False,False
54047,A,20,True,False
54048,B,4,False,False
54049,B,7,True,False
54050,A,40,True,False
54051,B,0,False,False
54052,B,0,False,False
54053,B,5,True,False
54054,B,11,False,True
54055,A,1,False,False
54056,B,12,False,False
54057,B,7,False,False
54058,A,2,False,False
54059,B,0,False,False
54060,B,64,False,False
54061,B,42,True,False
54062,A,116,True,False
54063,B,17,False,False
54064,A,28,True,False
54065,A,137,True,False
54066,B,20,False,False
54067,B,9,False,False
54068,A,0,False,False
54069,A,5,False,False
54070,A,8,False,False
54071,A,64,False,True
54072,B,11,True,False
54073,A,17,True,False
54074,B,111,True,False
54075,B,67,True,False
54076,B,2,False,False
54077,A,46,True,False
54078,B,66,True,True
54079,B,48,True,True
54080,A,12,True,False
54081,A,2,False,False
54082,A,41,False,True
54083,A,125,True,True
54084,A,53,False,False
54085,B,59,True,True
54086,B,222,True,True
54087,A,3,False,False
54088,B,0,False,False
54089,A,193,True,True
54090,A,36,True,True
54091,A,1,False,False
54092,B,12,False,False
54093,A,59,True,False
54094,A,1,False,False
54095,A,2,False,False
54096,B,7,False,False
54097,A,14,False,False
54098,A,48,True,False
54099,A,5,False,False
54100,A,303,True,True
54101,A,0,False,False
54102,B,3,False,False
54103,B,160,True,False
54104,A,28,False,False
54105,A,3,False,False
54106,B,18,True,False
54107,A,4,False,False
54108,A,88,True,True
54109,B,557,True,True
54110,B,86,True,True
54111,B,31,True,False
54112,B,1,False,False
54113,A,283,True,True
54114,B,5,False,False
54115,B,214,True,True
54116,A,16,False,False
54117,B,14,False,False
54118,B,1427,True,True
54119,A,20,False,False
54120,A,24,True,False
54121,B,55,True,False
54122,A,7,False,False
54123,A,9,True,False
54124,B,16,False,False
54125,A,7,True,False
54126,A,43,False,False
54127,A,7,False,False
54128,B,94,True,False
54129,A,2,True,False
54130,B,9,False,False
54131,B,21,False,False
54132,A,18,False,False
54133,B,27,True,False
54134,A,59,False,True
54135,A,395,True,False
54136,A,11,False,False
54137,A,31,True,False
54138,A,9,True,False
54139,A,19,False,False
54140,A,9,False,False
54141,A,22,False,False
54142,A,114,True,False
54143,B,8,False,False
54144,A,8,False,False
54145,B,1,False,False
54146,A,27,True,False
54147,A,19,False,False
54148,B,119,True,False
54149,B,0,False,False
54150,A,19,False,False
54151,A,17,False,False
54152,A,117,True,False
54153,A,39,False,False
54154,B,8,False,False
54155,B,13,False,False
54156,A,168,True,False
54157,B,74,True,False
54158,B,6,False,False
54159,B,2,False,False
54160,B,17,False,False
54161,B,23,False,False
54162,B,5,False,False
54163,B,1,False,False
54164,A,216,True,True
54165,A,43,True,False
54166,A,8,False,False
54167,A,53,True,False
54168,B,1,False,False
54169,A,7,False,False
54170,A,4,True,False
54171,A,1,False,False
54172,B,1,False,False
54173,B,21,False,False
54174,A,15,False,False
54175,B,765,True,True
54176,A,3,True,False
54177,A,24,False,False
54178,B,37,True,False
54179,B,36,True,False
54180,A,17,False,False
54181,B,1,False,False
54182,A,41,True,False
54183,B,9,False,False
54184,A,100,True,False
54185,B,38,True,True
54186,A,0,False,False
54187,B,22,False,False
54188,A,1,False,False
54189,A,9,False,False
54190,A,0,False,False
54191,B,56,False,False
54192,A,25,False,False
54193,B,206,True,True
54194,A,8,False,False
54195,A,15,False,False
54196,B,18,False,False
54197,B,23,False,False
54198,A,6,False,False
54199,B,156,True,True
54200,B,7,False,False
54201,B,32,True,False
54202,B,101,True,False
54203,B,314,True,False
54204,A,34,True,False
54205,B,21,False,True
54206,A,9,False,False
54207,A,5,False,False
54208,B,15,False,False
54209,B,0,False,False
54210,A,228,True,True
54211,B,47,False,False
54212,B,12,True,False
54213,B,51,True,True
54214,A,32,False,False
54215,B,431,True,True
54216,A,9,False,True
54217,B,49,True,True
54218,A,4,False,False
54219,A,0,False,False
54220,B,72,True,True
54221,B,48,True,False
54222,A,48,False,False
54223,A,6,False,False
54224,A,4,False,False
54225,A,0,False,False
54226,B,101,False,True
54227,A,83,True,True
54228,A,54,True,False
54229,B,130,True,False
54230,A,27,True,False
54231,B,78,True,True
54232,A,19,False,False
54233,A,11,True,False
54234,B,20,True,False
54235,A,11,True,True
54236,B,21,False,False
54237,A,1,False,False
54238,B,19,True,False
54239,B,47,False,False
54240,A,4,False,True
54241,A,1,False,False
54242,B,65,True,False
54243,B,64,False,True
54244,B,252,True,True
54245,A,2,False,False
54246,A,108,True,False
54247,B,94,True,True
54248,A,74,False,True
54249,A,1,False,False
54250,B,16,True,False
54251,B,2,False,False
54252,A,24,False,False
54253,A,27,True,False
54254,A,58,False,True
54255,B,457,True,True
54256,B,479,True,True
54257,B,24,False,True
54258,A,281,True,True
54259,B,11,False,True
54260,A,290,True,True
54261,B,16,False,False
54262,B,58,True,False
54263,B,371,True,True
54264,A,3,False,False
54265,B,125,True,True
54266,B,232,True,True
54267,B,8,True,False
54268,B,6,False,False
54269,A,9,False,False
54270,A,2,False,False
54271,A,9,False,False
54272,B,1,False,False
54273,B,4,False,False
54274,A,12,False,False
54275,A,5,False,False
54276,A,26,False,False
54277,A,5,False,False
54278,A,109,True,True
54279,B,16,True,False
54280,A,111,True,True
54281,A,191,True,True
54282,A,17,False,False
54283,A,8,False,False
54284,B,114,True,True
54285,B,16,True,False
54286,B,57,True,True
54287,A,21,False,False
54288,B,85,True,False
54289,B,160,True,True
54290,B,344,True,True
54291,B,13,False,False
54292,B,23,False,False
54293,A,2,False,False
54294,A,105,False,True
54295,A,3,False,False
54296,B,9,False,False
54297,A,45,True,True
54298,A,141,True,True
54299,B,24,True,True
54300,B,7,False,False
54301,B,85,True,False
54302,A,3,False,False
54303,B,44,False,True
54304,A,3,False,False
54305,B,2,False,False
54306,B,22,False,False
54307,A,1,False,False
54308,A,45,True,False
54309,B,12,True,False
54310,A,254,False,True
54311,A,7,False,False
