,level_0,index,group,sum_gamerounds,retention_1,retention_7
32269,33741,33741,B,4,False,False
32270,33742,33742,A,8,False,False
32271,33743,33743,A,72,True,False
32272,33744,33744,A,13,False,False
32273,33745,33745,B,32,False,False
32274,33746,33746,B,95,True,False
32275,33747,33747,A,16,False,False
32276,33748,33748,A,36,True,True
32277,33749,33749,A,169,True,False
32278,33751,33751,B,4,False,False
32279,33752,33752,A,33,True,False
32280,33753,33753,B,1,False,False
32281,33754,33754,B,16,False,False
32282,33755,33755,B,47,True,False
32283,33756,33756,A,3,False,False
32284,33757,33757,A,18,True,True
32285,33758,33758,A,14,False,False
32286,33759,33759,A,212,True,True
32287,33760,33760,B,20,False,False
32288,33761,33761,A,6,False,False
32289,33762,33762,B,9,False,False
32290,33763,33763,B,194,True,False
32291,33764,33764,B,32,True,False
32292,33765,33765,A,23,True,False
32293,33766,33766,A,103,False,True
32294,33767,33767,A,7,False,False
32295,33768,33768,B,4,False,False
32296,33769,33769,B,109,True,True
32297,33770,33770,A,16,False,False
32298,33771,33771,B,1,False,False
32299,33772,33772,B,52,False,False
32300,33773,33773,B,51,True,False
32301,33774,33774,B,41,True,False
32302,33775,33775,A,2,False,False
32303,33776,33776,A,6,False,False
32304,33777,33777,A,47,False,False
32305,33778,33778,B,1643,True,True
32306,33779,33779,A,72,True,True
32307,33780,33780,B,1,False,False
32308,33781,33781,A,16,True,False
32309,33782,33782,B,9,False,False
32310,33783,33783,A,4,False,False
32311,33784,33784,B,10,True,False
32312,33785,33785,B,15,False,False
32313,33786,33786,A,50,True,False
32314,33787,33787,A,38,False,False
32315,33788,33788,B,240,True,True
32316,33789,33789,B,9,True,False
32317,33790,33790,B,11,False,False
32318,33791,33791,B,89,True,True
32319,33792,33792,A,112,True,True
32320,33793,33793,A,2,False,False
32321,33794,33794,A,114,True,True
32322,33795,33795,A,24,True,False
32323,33796,33796,A,19,True,False
32324,33797,33797,B,71,True,False
32325,33798,33798,A,12,True,False
32326,33799,33799,A,3,False,False
32327,33800,33800,B,2,False,False
32328,33801,33801,B,6,False,False
32329,33802,33802,A,3,False,False
32330,33803,33803,B,23,True,False
32331,33804,33804,B,36,True,True
32332,33805,33805,B,62,True,False
32333,33806,33806,A,18,False,False
32334,33807,33807,A,10,True,False
32335,33808,33808,B,21,False,True
32336,33809,33809,A,11,True,False
32337,33810,33810,B,43,True,True
32338,33811,33811,A,44,True,False
32339,33812,33812,A,5,True,False
32340,33813,33813,B,1,False,False
32341,33814,33814,B,38,True,False
32342,33815,33815,B,238,True,True
32343,33816,33816,A,12,True,False
32344,33817,33817,A,162,True,True
32345,33818,33818,A,1,False,False
32346,33819,33819,B,8,True,False
32347,33820,33820,A,2,False,False
32348,33821,33821,B,60,False,False
32349,33822,33822,A,60,True,False
32350,33823,33823,A,46,True,False
32351,33824,33824,A,31,True,False
32352,33826,33826,B,7,False,False
32353,33827,33827,A,31,False,False
32354,33828,33828,B,30,True,False
32355,33829,33829,B,134,True,True
32356,33830,33830,B,6,False,False
32357,33831,33831,A,20,True,False
32358,33832,33832,B,1,False,False
32359,33833,33833,A,4,False,False
32360,33834,33834,B,1,False,False
32361,33835,33835,B,55,True,False
32362,33836,33836,A,16,False,False
32363,33837,33837,A,381,True,True
32364,33838,33838,A,11,False,False
32365,33839,33839,A,31,True,False
32366,33840,33840,A,54,True,False
32367,33841,33841,A,9,False,False
32368,33842,33842,A,3,False,False
32369,33843,33843,B,6,True,False
32370,33844,33844,B,1,False,False
32371,33846,33846,B,52,True,True
32372,33847,33847,A,20,False,False
32373,33848,33848,B,16,False,False
32374,33849,33849,A,45,False,False
32375,33850,33850,B,2,False,False
32376,33851,33851,A,4,False,False
32377,33852,33852,A,342,True,True
32378,33853,33853,B,22,True,False
32379,33854,33854,B,12,False,False
32380,33855,33855,A,11,False,False
32381,33856,33856,A,5,False,False
32382,33857,33857,A,55,True,False
32383,33858,33858,A,13,True,False
32384,33859,33859,B,6,False,False
32385,33860,33860,A,1,False,False
32386,33861,33861,A,61,True,False
32387,33862,33862,B,222,True,True
32388,33863,33863,A,414,True,True
32389,33864,33864,A,32,True,False
32390,33865,33865,A,67,True,False
32391,33866,33866,B,30,True,False
32392,33867,33867,A,14,True,False
32393,33868,33868,A,9,False,False
32394,33869,33869,A,8,False,False
32395,33870,33870,B,7,False,False
32396,33871,33871,A,25,True,False
32397,33872,33872,A,5,False,False
32398,33873,33873,B,5,False,False
32399,33874,33874,A,5,False,False
32400,33875,33875,A,431,True,True
32401,33876,33876,A,5,False,False
32402,33877,33877,A,37,True,False
32403,33878,33878,B,34,True,False
32404,33879,33879,B,6,False,False
32405,33880,33880,A,82,False,True
32406,33881,33881,B,54,True,False
32407,33882,33882,A,2,False,False
32408,33883,33883,A,82,True,False
32409,33884,33884,B,6,False,False
32410,33885,33885,A,277,True,True
32411,33886,33886,B,9,True,True
32412,33887,33887,A,7,False,False
32413,33888,33888,A,21,False,False
32414,33889,33889,A,137,True,True
32415,33890,33890,A,14,True,False
32416,33891,33891,B,214,True,True
32417,33892,33892,B,1,False,False
32418,33893,33893,A,6,False,False
32419,33894,33894,B,58,True,True
32420,33895,33895,A,6,False,False
32421,33897,33897,B,1,False,False
32422,33898,33898,A,8,False,False
32423,33899,33899,B,7,False,False
32424,33900,33900,B,11,True,False
32425,33901,33901,B,32,False,False
32426,33902,33902,A,4,True,False
32427,33903,33903,A,160,True,False
32428,33904,33904,A,6,False,False
32429,33905,33905,A,98,True,False
32430,33906,33906,B,6,False,False
32431,33907,33907,B,45,True,False
32432,33908,33908,A,431,True,True
32433,33909,33909,A,1,False,False
32434,33910,33910,B,6,False,False
32435,33911,33911,A,53,True,True
32436,33912,33912,A,4,False,False
32437,33913,33913,A,138,True,True
32438,33915,33915,A,2,False,False
32439,33916,33916,B,20,True,False
32440,33917,33917,A,46,True,False
32441,33918,33918,A,2,False,False
32442,33919,33919,B,12,False,False
32443,33920,33920,B,8,False,False
32444,33921,33921,B,14,False,False
32445,33923,33923,B,103,True,False
32446,33924,33924,B,3,False,False
32447,33925,33925,A,85,True,True
32448,33926,33926,B,5,True,False
32449,33927,33927,B,21,True,False
32450,33928,33928,B,1,False,False
32451,33929,33929,A,10,False,False
32452,33930,33930,A,43,True,False
32453,33931,33931,B,77,False,True
32454,33932,33932,A,67,True,False
32455,33933,33933,A,47,True,False
32456,33934,33934,B,5,True,False
32457,33935,33935,B,17,False,False
32458,33936,33936,A,82,True,False
32459,33937,33937,A,25,True,False
32460,33938,33938,A,99,True,True
32461,33939,33939,B,11,False,False
32462,33940,33940,A,11,True,False
32463,33941,33941,A,6,True,False
32464,33942,33942,A,7,False,False
32465,33943,33943,A,21,False,True
32466,33944,33944,B,39,True,False
32467,33945,33945,B,4,False,False
32468,33946,33946,B,6,False,False
32469,33947,33947,A,86,True,False
32470,33948,33948,B,165,True,False
32471,33949,33949,A,6,False,False
32472,33950,33950,B,21,True,False
32473,33951,33951,A,62,True,True
32474,33952,33952,A,124,True,False
32475,33953,33953,B,18,False,False
32476,33954,33954,B,3,True,False
32477,33955,33955,A,31,False,False
32478,33956,33956,B,16,False,False
32479,33957,33957,B,248,True,True
32480,33958,33958,A,60,False,True
32481,33959,33959,B,2,False,False
32482,33960,33960,B,16,True,False
32483,33961,33961,B,5,False,False
32484,33962,33962,B,3,False,False
32485,33963,33963,B,5,False,False
32486,33964,33964,B,18,True,False
32487,33965,33965,B,11,False,False
32488,33966,33966,A,6,False,False
32489,33967,33967,A,53,True,True
32490,33968,33968,B,42,False,True
32491,33969,33969,A,10,True,False
32492,33970,33970,B,13,False,False
32493,33971,33971,B,3,False,False
32494,33972,33972,B,30,True,True
32495,33973,33973,A,192,True,False
32496,33974,33974,B,5,False,False
32497,33975,33975,B,1,False,False
32498,33976,33976,A,16,False,False
32499,33978,33978,B,14,True,False
32500,33979,33979,B,8,True,False
32501,33980,33980,B,239,True,True
32502,33981,33981,B,6,False,False
32503,33982,33982,B,3,False,False
32504,33983,33983,B,129,True,True
32505,33984,33984,B,124,True,False
32506,33985,33985,B,32,False,False
32507,33986,33986,A,5,False,False
32508,33987,33987,A,5,False,False
32509,33988,33988,A,5,False,False
32510,33989,33989,A,16,True,False
32511,33990,33990,A,7,False,False
32512,33991,33991,A,53,True,False
32513,33992,33992,A,8,True,False
32514,33993,33993,B,1,False,False
32515,33994,33994,B,99,False,True
32516,33995,33995,A,4,False,False
32517,33996,33996,A,22,True,False
32518,33997,33997,A,25,False,False
32519,33998,33998,B,253,True,True
32520,33999,33999,B,138,False,True
32521,34000,34000,A,157,True,False
32522,34001,34001,B,3,False,False
32523,34002,34002,A,3,False,False
32524,34003,34003,A,93,True,False
32525,34004,34004,A,164,True,True
32526,34005,34005,A,1,False,False
32527,34006,34006,A,42,False,False
32528,34007,34007,A,7,False,False
32529,34008,34008,B,137,True,True
32530,34009,34009,B,46,True,False
32531,34010,34010,B,51,True,False
32532,34011,34011,A,13,False,False
32533,34012,34012,A,285,True,True
32534,34013,34013,B,5,False,False
32535,34014,34014,B,151,True,True
32536,34015,34015,A,10,True,False
32537,34016,34016,B,20,False,False
32538,34017,34017,A,4,False,False
32539,34018,34018,B,43,False,True
32540,34019,34019,B,13,False,False
32541,34020,34020,B,14,False,False
32542,34021,34021,B,6,False,False
32543,34022,34022,B,9,False,False
32544,34023,34023,A,27,True,False
32545,34024,34024,A,35,False,False
32546,34025,34025,A,255,True,True
32547,34026,34026,B,230,True,True
32548,34027,34027,B,33,False,False
32549,34028,34028,A,39,True,False
32550,34029,34029,B,1,False,False
32551,34030,34030,B,18,True,False
32552,34031,34031,A,1,False,False
32553,34032,34032,A,1,False,False
32554,34033,34033,B,15,True,True
32555,34034,34034,B,59,True,False
32556,34035,34035,A,4,False,False
32557,34036,34036,B,5,False,False
32558,34037,34037,A,5,False,False
32559,34038,34038,A,1,False,False
32560,34039,34039,A,15,True,False
32561,34040,34040,B,20,True,False
32562,34041,34041,B,7,False,False
32563,34042,34042,A,55,True,True
32564,34043,34043,B,9,False,False
32565,34044,34044,A,14,False,False
32566,34045,34045,A,246,True,False
32567,34046,34046,A,10,True,False
32568,34047,34047,A,12,True,False
32569,34048,34048,B,136,True,False
32570,34050,34050,B,28,True,False
32571,34052,34052,B,17,True,False
32572,34053,34053,B,45,True,False
32573,34054,34054,B,44,True,False
32574,34055,34055,A,28,True,True
32575,34056,34056,A,5,False,False
32576,34057,34057,A,19,False,False
32577,34058,34058,B,82,True,False
32578,34059,34059,B,14,True,False
32579,34060,34060,B,29,False,False
32580,34061,34061,A,26,True,False
32581,34062,34062,A,9,False,False
32582,34063,34063,A,8,False,False
32583,34064,34064,A,98,True,True
32584,34065,34065,B,9,False,False
32585,34066,34066,A,22,True,False
32586,34067,34067,A,81,True,False
32587,34068,34068,B,75,True,True
32588,34069,34069,B,345,True,True
32589,34070,34070,A,16,True,False
32590,34071,34071,B,27,True,False
32591,34072,34072,B,3,False,False
32592,34073,34073,B,98,True,True
32593,34074,34074,B,10,False,False
32594,34075,34075,A,22,True,False
32595,34076,34076,B,3,True,False
32596,34077,34077,A,97,True,False
32597,34078,34078,B,8,True,False
32598,34079,34079,B,153,True,True
32599,34080,34080,A,8,False,False
32600,34081,34081,A,29,False,False
32601,34082,34082,B,9,False,False
32602,34083,34083,A,2,False,False
32603,34084,34084,B,2,False,False
32604,34085,34085,B,7,False,False
32605,34086,34086,B,372,True,True
32606,34087,34087,A,14,True,False
32607,34088,34088,B,74,True,False
32608,34090,34090,B,9,False,False
32609,34091,34091,B,15,False,False
32610,34092,34092,B,12,False,False
32611,34093,34093,B,266,True,True
32612,34094,34094,B,1,False,False
32613,34095,34095,B,11,True,False
32614,34096,34096,B,1323,True,True
32615,34097,34097,A,249,True,True
32616,34098,34098,A,13,False,False
32617,34099,34099,B,15,False,False
32618,34100,34100,A,6,False,False
32619,34101,34101,A,1,False,False
32620,34102,34102,A,19,False,False
32621,34103,34103,B,19,True,False
32622,34104,34104,B,1,False,False
32623,34105,34105,A,11,True,False
32624,34106,34106,A,1,False,False
32625,34107,34107,A,24,True,True
32626,34108,34108,A,16,True,False
32627,34109,34109,A,13,False,False
32628,34111,34111,B,10,False,False
32629,34112,34112,A,19,False,False
32630,34113,34113,B,3,False,False
32631,34114,34114,A,27,False,True
32632,34116,34116,B,3,False,False
32633,34117,34117,B,84,True,False
32634,34118,34118,A,2,False,False
32635,34119,34119,A,33,False,False
32636,34120,34120,B,79,True,False
32637,34121,34121,A,5,False,False
32638,34122,34122,A,17,True,False
32639,34124,34124,B,2,False,False
32640,34126,34126,A,7,False,False
32641,34127,34127,B,23,False,True
32642,34128,34128,B,25,True,False
32643,34129,34129,B,15,False,False
32644,34130,34130,A,27,False,False
32645,34131,34131,A,8,True,False
32646,34132,34132,A,32,True,False
32647,34133,34133,A,3,False,False
32648,34134,34134,B,6,False,False
32649,34135,34135,A,137,True,False
32650,34136,34136,A,1,False,False
32651,34137,34137,A,341,True,True
32652,34138,34138,A,18,True,False
32653,34139,34139,B,1,False,False
32654,34140,34140,B,8,False,False
32655,34141,34141,A,1,False,False
32656,34142,34142,A,41,False,True
32657,34143,34143,A,68,True,False
32658,34144,34144,A,172,True,True
32659,34145,34145,B,34,True,False
32660,34146,34146,B,51,True,False
32661,34147,34147,A,6,True,False
32662,34148,34148,B,79,True,False
32663,34149,34149,B,191,False,True
32664,34150,34150,B,2,False,False
32665,34151,34151,B,159,True,True
32666,34152,34152,B,5,False,False
32667,34153,34153,A,11,False,False
32668,34154,34154,B,63,False,False
32669,34155,34155,B,9,True,False
32670,34156,34156,A,6,True,False
32671,34157,34157,B,5,False,False
32672,34158,34158,B,4,False,False
32673,34159,34159,A,18,False,True
32674,34160,34160,A,18,True,False
32675,34161,34161,A,33,True,False
32676,34162,34162,B,57,False,True
32677,34163,34163,B,13,False,False
32678,34164,34164,B,252,True,True
32679,34165,34165,A,3,False,False
32680,34166,34166,A,2,False,False
32681,34167,34167,B,3,False,False
32682,34168,34168,B,42,True,False
32683,34169,34169,B,23,False,False
32684,34170,34170,A,24,True,False
32685,34172,34172,A,5,False,False
32686,34174,34174,A,21,True,False
32687,34175,34175,B,18,False,False
32688,34176,34176,A,14,False,False
32689,34177,34177,B,6,False,False
32690,34178,34178,A,5,False,False
32691,34179,34179,A,11,True,False
32692,34180,34180,A,4,False,False
32693,34181,34181,A,10,False,False
32694,34182,34182,B,1,False,False
32695,34183,34183,B,266,True,True
32696,34184,34184,A,111,True,True
32697,34185,34185,A,161,True,True
32698,34186,34186,B,24,False,False
32699,34187,34187,A,29,False,False
32700,34188,34188,B,15,True,False
32701,34189,34189,B,26,False,False
32702,34190,34190,B,51,False,False
32703,34191,34191,A,19,True,True
32704,34192,34192,A,33,True,True
32705,34193,34193,B,59,False,False
32706,34194,34194,B,3,False,False
32707,34195,34195,B,19,True,False
32708,34196,34196,B,2,False,False
32709,34197,34197,A,8,True,False
32710,34198,34198,B,1,False,False
32711,34199,34199,B,63,True,False
32712,34200,34200,A,15,False,False
32713,34201,34201,B,5,False,False
32714,34202,34202,A,11,True,False
32715,34203,34203,A,80,True,True
32716,34204,34204,A,35,True,False
32717,34205,34205,B,13,False,False
32718,34206,34206,B,69,False,False
32719,34207,34207,B,2,False,False
32720,34208,34208,B,13,False,False
32721,34209,34209,B,12,True,False
32722,34210,34210,A,7,False,False
32723,34211,34211,B,2,False,False
32724,34212,34212,A,5,False,False
32725,34214,34214,B,3,False,False
32726,34215,34215,A,135,True,False
32727,34216,34216,A,14,False,False
32728,34217,34217,B,51,False,False
32729,34218,34218,A,26,False,False
32730,34219,34219,B,1,False,False
32731,34220,34220,B,81,True,False
32732,34221,34221,B,6,False,False
32733,34222,34222,A,102,True,False
32734,34223,34223,B,12,False,False
32735,34224,34224,B,311,True,True
32736,34225,34225,A,1,False,False
32737,34226,34226,A,4,False,False
32738,34227,34227,B,78,True,True
32739,34228,34228,B,11,False,False
32740,34229,34229,B,11,False,False
32741,34230,34230,B,7,False,False
32742,34231,34231,A,36,True,False
32743,34232,34232,A,256,True,True
32744,34233,34233,A,143,True,True
32745,34234,34234,B,121,True,False
32746,34235,34235,A,124,True,True
32747,34236,34236,B,30,True,False
32748,34237,34237,B,95,True,False
32749,34238,34238,A,3,False,False
32750,34240,34240,B,1,False,False
32751,34241,34241,A,24,False,False
32752,34242,34242,A,7,False,False
32753,34243,34243,A,4,True,False
32754,34244,34244,B,370,True,True
32755,34245,34245,A,247,True,True
32756,34246,34246,B,12,True,False
32757,34247,34247,B,35,True,False
32758,34248,34248,A,17,False,False
32759,34249,34249,A,23,False,False
32760,34250,34250,A,409,True,True
32761,34251,34251,B,122,True,True
32762,34252,34252,A,87,False,True
32763,34253,34253,B,13,False,False
32764,34254,34254,A,19,False,False
32765,34256,34256,A,15,False,False
32766,34257,34257,A,12,True,False
32767,34258,34258,B,16,False,False
32768,34259,34259,B,31,False,True
32769,34260,34260,B,7,True,False
32770,34261,34261,B,33,False,False
32771,34262,34262,A,6,False,False
32772,34263,34263,A,16,False,False
32773,34264,34264,A,42,True,False
32774,34265,34265,A,20,False,False
32775,34266,34266,B,5,True,False
32776,34267,34267,B,30,False,False
32777,34268,34268,B,13,False,False
32778,34269,34269,A,22,True,False
32779,34270,34270,A,7,False,False
32780,34271,34271,A,37,False,False
32781,34272,34272,A,18,False,False
32782,34273,34273,A,298,True,True
32783,34274,34274,A,285,True,True
32784,34275,34275,B,14,False,False
32785,34276,34276,B,54,False,True
32786,34277,34277,A,157,True,True
32787,34278,34278,A,18,False,False
32788,34279,34279,B,71,True,True
32789,34280,34280,B,9,False,False
32790,34281,34281,A,35,True,False
32791,34282,34282,B,132,True,True
32792,34283,34283,A,15,True,False
32793,34284,34284,B,193,True,True
32794,34285,34285,B,7,False,False
32795,34286,34286,A,29,True,False
32796,34287,34287,B,26,True,False
32797,34288,34288,B,3,False,False
32798,34289,34289,B,8,False,False
32799,34290,34290,B,32,True,False
32800,34291,34291,A,17,True,False
32801,34292,34292,A,5,False,False
32802,34293,34293,A,43,False,False
32803,34294,34294,B,19,False,False
32804,34295,34295,B,1,False,False
32805,34296,34296,A,16,False,False
32806,34297,34297,A,100,True,True
32807,34298,34298,A,4,True,False
32808,34299,34299,A,7,False,False
32809,34300,34300,B,160,True,False
32810,34301,34301,B,8,False,False
32811,34302,34302,B,7,True,False
32812,34304,34304,B,1,False,False
32813,34305,34305,A,7,False,False
32814,34306,34306,B,244,True,True
32815,34307,34307,B,97,True,True
32816,34309,34309,A,44,False,True
32817,34310,34310,A,76,True,False
32818,34311,34311,B,218,True,True
32819,34312,34312,B,12,True,False
32820,34313,34313,A,15,True,False
32821,34314,34314,A,60,False,False
32822,34315,34315,B,8,True,False
32823,34316,34316,B,11,True,False
32824,34317,34317,B,259,True,False
32825,34318,34318,B,80,True,False
32826,34319,34319,B,101,False,False
32827,34320,34320,B,110,True,True
32828,34321,34321,B,8,False,False
32829,34322,34322,A,17,False,False
32830,34323,34323,B,89,True,False
32831,34324,34324,B,32,True,False
32832,34325,34325,A,2,False,False
32833,34326,34326,A,24,False,False
32834,34327,34327,B,7,False,False
32835,34328,34328,A,11,False,False
32836,34329,34329,B,75,True,True
32837,34330,34330,A,223,True,True
32838,34331,34331,B,29,False,False
32839,34332,34332,A,2,False,False
32840,34333,34333,A,1,False,False
32841,34334,34334,A,2,False,False
32842,34335,34335,B,3,True,False
32843,34336,34336,B,1,False,False
32844,34337,34337,A,71,False,False
32845,34338,34338,A,13,False,False
32846,34339,34339,B,28,True,True
32847,34340,34340,B,1,False,False
32848,34341,34341,B,1,False,False
32849,34342,34342,A,4,False,False
32850,34344,34344,A,82,True,False
32851,34345,34345,A,2,False,False
32852,34346,34346,B,12,False,False
32853,34347,34347,B,43,False,False
32854,34348,34348,A,144,True,True
32855,34349,34349,B,11,True,False
32856,34350,34350,A,34,True,False
32857,34351,34351,B,16,True,False
32858,34352,34352,B,55,True,False
32859,34353,34353,A,1,False,False
32860,34354,34354,A,2,False,False
32861,34355,34355,B,93,True,False
32862,34356,34356,B,3,False,False
32863,34357,34357,A,28,True,True
32864,34358,34358,A,115,True,False
32865,34359,34359,B,1,False,False
32866,34360,34360,B,89,True,False
32867,34361,34361,A,16,False,False
32868,34362,34362,B,54,False,True
32869,34363,34363,A,9,True,False
32870,34364,34364,B,11,False,False
32871,34365,34365,A,39,False,False
32872,34366,34366,B,3,False,False
32873,34367,34367,B,42,True,False
32874,34368,34368,A,14,False,True
32875,34369,34369,A,6,False,False
32876,34371,34371,B,109,True,True
32877,34372,34372,A,178,True,True
32878,34373,34373,A,14,False,False
32879,34374,34374,B,17,False,False
32880,34375,34375,A,8,False,False
32881,34376,34376,B,11,False,False
32882,34377,34377,A,3,False,False
32883,34378,34378,B,10,False,False
32884,34379,34379,A,4,False,False
32885,34380,34380,A,51,True,True
32886,34381,34381,B,37,True,False
32887,34382,34382,B,121,False,True
32888,34383,34383,B,19,False,False
32889,34384,34384,B,37,True,False
32890,34385,34385,B,23,False,False
32891,34386,34386,A,1,False,False
32892,34387,34387,B,6,True,False
32893,34388,34388,A,9,True,False
32894,34389,34389,A,1,False,False
32895,34390,34390,A,60,True,True
32896,34391,34391,B,3,False,False
32897,34392,34392,B,1,False,False
32898,34393,34393,A,115,True,True
32899,34394,34394,A,7,False,False
32900,34395,34395,B,13,True,False
32901,34396,34396,A,15,False,False
32902,34397,34397,B,20,False,False
32903,34398,34398,A,3,False,False
32904,34399,34399,A,3,False,False
32905,34400,34400,A,6,False,False
32906,34401,34401,B,13,True,False
32907,34402,34402,A,13,False,False
32908,34403,34403,A,6,True,False
32909,34404,34404,A,35,True,False
32910,34405,34405,B,4,False,False
32911,34406,34406,B,6,False,False
32912,34407,34407,A,1,False,False
32913,34408,34408,B,89,True,False
32914,34409,34409,B,5,False,False
32915,34410,34410,A,6,False,False
32916,34411,34411,B,8,False,False
32917,34412,34412,A,18,False,False
32918,34413,34413,A,152,True,False
32919,34414,34414,B,4,True,False
32920,34415,34415,A,19,False,False
32921,34417,34417,A,51,False,False
32922,34418,34418,B,26,False,False
32923,34419,34419,A,59,True,False
32924,34420,34420,B,1,False,False
32925,34421,34421,A,196,True,False
32926,34422,34422,B,70,False,False
32927,34423,34423,A,16,False,False
32928,34424,34424,A,1,False,False
32929,34425,34425,B,24,True,False
32930,34426,34426,A,28,True,False
32931,34427,34427,B,7,False,False
32932,34428,34428,B,3,False,False
32933,34429,34429,A,523,True,True
32934,34430,34430,A,29,False,True
32935,34431,34431,A,26,False,True
32936,34432,34432,A,10,False,False
32937,34433,34433,A,14,True,False
32938,34434,34434,A,11,False,False
32939,34435,34435,B,43,True,False
32940,34437,34437,A,98,True,True
32941,34438,34438,A,57,True,False
32942,34439,34439,B,14,False,False
32943,34440,34440,A,13,False,False
32944,34442,34442,B,33,True,False
32945,34443,34443,A,122,True,True
32946,34444,34444,B,16,True,True
32947,34445,34445,A,12,False,True
32948,34446,34446,B,14,True,False
32949,34447,34447,B,38,True,False
32950,34448,34448,B,43,True,False
32951,34449,34449,A,11,False,True
32952,34450,34450,A,4,False,False
32953,34451,34451,B,3,False,False
32954,34452,34452,B,45,False,False
32955,34453,34453,B,63,True,False
32956,34455,34455,A,50,True,True
32957,34456,34456,A,61,True,False
32958,34457,34457,B,39,True,False
32959,34459,34459,B,10,False,False
32960,34460,34460,A,36,True,False
32961,34461,34461,A,12,False,False
32962,34462,34462,B,5,False,False
32963,34463,34463,B,3,True,False
32964,34464,34464,B,10,False,False
32965,34465,34465,A,6,False,False
32966,34468,34468,B,14,False,False
32967,34469,34469,A,11,True,False
32968,34470,34470,A,4,False,True
32969,34471,34471,B,89,False,False
32970,34472,34472,A,403,True,True
32971,34473,34473,A,1,False,False
32972,34474,34474,B,62,True,False
32973,34475,34475,A,129,True,True
32974,34476,34476,B,2,False,False
32975,34477,34477,A,147,True,False
32976,34478,34478,A,122,True,False
32977,34479,34479,B,3,True,False
32978,34480,34480,A,19,False,True
32979,34481,34481,A,1,False,False
32980,34482,34482,A,1,False,False
32981,34483,34483,A,20,False,False
32982,34484,34484,B,99,True,True
32983,34485,34485,A,1,False,False
32984,34486,34486,A,3,False,False
32985,34487,34487,B,2,False,False
32986,34488,34488,B,98,True,True
32987,34489,34489,B,1,False,False
32988,34490,34490,B,19,True,False
32989,34491,34491,A,542,True,True
32990,34492,34492,A,1,False,False
32991,34493,34493,B,8,False,False
32992,34494,34494,A,1,False,False
32993,34495,34495,B,939,True,True
32994,34496,34496,B,28,True,False
32995,34497,34497,B,2,False,False
32996,34498,34498,A,1,False,False
32997,34499,34499,B,46,False,False
32998,34501,34501,A,26,True,False
32999,34502,34502,A,14,True,False
33000,34503,34503,A,7,False,False
33001,34504,34504,B,34,True,False
33002,34505,34505,A,46,False,False
33003,34506,34506,A,1,False,False
33004,34507,34507,A,3,False,False
33005,34508,34508,A,4,False,False
33006,34509,34509,A,171,True,True
33007,34510,34510,B,109,True,False
33008,34511,34511,B,49,True,True
33009,34512,34512,A,46,False,True
33010,34513,34513,B,26,False,False
33011,34514,34514,B,1,False,False
33012,34515,34515,A,69,True,False
33013,34516,34516,B,110,True,False
33014,34517,34517,A,5,False,False
33015,34518,34518,A,11,False,False
33016,34519,34519,A,3,False,False
33017,34520,34520,B,67,True,True
33018,34521,34521,A,436,True,True
33019,34522,34522,B,210,True,False
33020,34523,34523,A,5,False,False
33021,34524,34524,A,13,False,False
33022,34525,34525,B,9,False,False
33023,34526,34526,A,3,False,False
33024,34527,34527,B,45,False,False
33025,34528,34528,A,2,False,False
33026,34529,34529,B,27,True,False
33027,34530,34530,B,58,True,False
33028,34531,34531,B,21,True,True
33029,34532,34532,A,11,False,False
33030,34533,34533,B,69,True,False
33031,34534,34534,B,4,False,False
33032,34535,34535,A,15,False,False
33033,34536,34536,B,64,True,False
33034,34537,34537,A,3,False,False
33035,34538,34538,A,38,True,False
33036,34539,34539,A,9,False,False
33037,34540,34540,B,32,True,False
33038,34541,34541,A,76,True,True
33039,34542,34542,B,2,False,False
33040,34543,34543,A,5,False,False
33041,34544,34544,A,8,False,False
33042,34545,34545,B,69,False,False
33043,34546,34546,A,1,False,False
33044,34547,34547,B,43,False,False
33045,34548,34548,A,9,False,False
33046,34549,34549,B,2,False,False
33047,34550,34550,A,33,False,False
33048,34551,34551,B,1,False,False
33049,34552,34552,A,2,False,False
33050,34553,34553,A,146,True,False
33051,34554,34554,B,10,False,False
33052,34555,34555,A,33,False,False
33053,34556,34556,A,15,False,False
33054,34557,34557,B,1,False,False
33055,34558,34558,B,18,False,False
33056,34559,34559,A,4,False,False
33057,34560,34560,A,2,False,False
33058,34561,34561,A,96,True,False
33059,34562,34562,A,59,True,False
33060,34563,34563,A,6,False,False
33061,34564,34564,B,43,True,False
33062,34565,34565,A,8,True,False
33063,34566,34566,B,7,False,False
33064,34567,34567,A,2,False,False
33065,34568,34568,A,71,True,False
33066,34569,34569,A,34,True,False
33067,34570,34570,A,1,False,False
33068,34571,34571,B,5,False,False
33069,34572,34572,B,6,True,False
33070,34573,34573,A,42,False,False
33071,34574,34574,B,5,True,False
33072,34575,34575,A,87,True,False
33073,34576,34576,B,7,False,False
33074,34577,34577,A,120,True,False
33075,34578,34578,A,26,True,False
33076,34579,34579,A,38,False,False
33077,34580,34580,B,161,True,False
33078,34581,34581,B,193,True,True
33079,34582,34582,B,2,False,False
33080,34583,34583,A,108,True,False
33081,34584,34584,B,76,True,True
33082,34585,34585,A,40,True,False
33083,34586,34586,B,230,True,True
33084,34587,34587,B,37,False,False
33085,34588,34588,B,13,False,False
33086,34589,34589,A,35,True,False
33087,34590,34590,B,6,False,False
33088,34591,34591,A,28,False,False
33089,34592,34592,A,187,True,False
